from_country,to_country,total_points,from_country_name,to_country_name,overall_points_from,norm_points_from,pct_points_from,overall_points_to,norm_points_to,pct_points_to,distance
md,is,9,Moldova,Iceland,1450,0.006206896551724138,0.6206896551724138,1944,0.004629629629629629,0.4629629629629629,43.63701369089814
me,is,7,Montenegro,Iceland,986,0.007099391480730223,0.7099391480730223,1944,0.00360082304526749,0.360082304526749,39.052677910034994
mk,is,8,North Macedonia,Iceland,1566,0.005108556832694764,0.5108556832694764,1944,0.00411522633744856,0.411522633744856,41.36653465094379
nl,is,69,Netherlands,Iceland,3384,0.020390070921985817,2.039007092198582,1944,0.035493827160493825,3.5493827160493825,21.825655273643786
no,is,130,Norway,Iceland,3511,0.037026488180005694,3.7026488180005694,1944,0.0668724279835391,6.68724279835391,18.867581156976343
pl,is,46,Poland,Iceland,1856,0.02478448275862069,2.478448275862069,1944,0.023662551440329218,2.366255144032922,29.96980830829042
pt,is,78,Portugal,Iceland,3203,0.024352169840774273,2.435216984077427,1944,0.040123456790123455,4.012345679012346,23.061981327145567
ro,is,15,Romania,Iceland,1682,0.0089179548156956,0.89179548156956,1944,0.007716049382716049,0.7716049382716049,38.799916056372574
rs,is,17,Serbia,Iceland,1276,0.013322884012539185,1.3322884012539185,1944,0.00874485596707819,0.8744855967078189,37.70475627806614
ru,is,20,Russia,Iceland,1566,0.01277139208173691,1.277139208173691,1944,0.0102880658436214,1.02880658436214,34.948823148747124
se,is,137,Sweden,Iceland,3492,0.03923253150057274,3.9232531500572736,1944,0.07047325102880658,7.0473251028806585,25.422552567431165
si,is,48,Slovenia,Iceland,2030,0.023645320197044337,2.3645320197044337,1944,0.024691358024691357,2.4691358024691357,33.13992637041866
sk,is,12,Slovakia,Iceland,406,0.029556650246305417,2.955665024630542,1944,0.006172839506172839,0.6172839506172839,34.74286944600843
tr,is,23,Turkey,Iceland,1972,0.011663286004056795,1.1663286004056794,1944,0.011831275720164609,1.183127572016461,46.0553546897831
ua,is,22,Ukraine,Iceland,1392,0.015804597701149427,1.5804597701149428,1944,0.01131687242798354,1.131687242798354,39.3721329385442
al,lt,4,Albania,Lithuania,1508,0.002652519893899204,0.2652519893899204,1309,0.0030557677616501145,0.30557677616501144,11.827149579826617
am,lt,2,Armenia,Lithuania,1218,0.0016420361247947454,0.16420361247947454,1309,0.0015278838808250573,0.15278838808250572,22.066228246598065
at,lt,11,Austria,Lithuania,3053,0.0036030134294136916,0.3603013429413692,1309,0.008403361344537815,0.8403361344537815,7.876197255445946
